;Unnamed: 0;Tweets;langkah01;token;token_akhir;langkah02
67;67;@mahmudah_29 Baik, Kak Eka. meraih pohon dengan dagu, Mohon berkenan menunggu. Makasih😊-Gea;_ baik kak eka meraih pohon dengan dagu mohon berkenan menunggu makasih gea;['_', 'baik', 'kak', 'eka', 'meraih', 'pohon', 'dengan', 'dagu', 'mohon', 'berkenan', 'menunggu', 'makasih', 'gea'];['_', 'baik', 'kak', 'eka', 'meraih', 'pohon', 'dengan', 'dagu', 'mohon', 'berkenan', 'menunggu', 'makasih', 'gea'];_ baik kak eka meraih pohon dengan dagu mohon berkenan menunggu makasih gea
68;68;@surishanza Baik, Kak Shanza. Gea segera meluncur ke DM ya. Mohon berkenan menunggu. Makasih 😊-Gea;baik kak shanza gea segera meluncur ke dm ya mohon berkenan menunggu makasih gea;['baik', 'kak', 'shanza', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'ya', 'mohon', 'berkenan', 'menunggu', 'makasih', 'gea'];['baik', 'kak', 'shanza', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'ya', 'mohon', 'berkenan', 'menunggu', 'makasih', 'gea'];baik kak shanza gea segera meluncur ke dm ya mohon berkenan menunggu makasih gea
69;69;@mahmudah_29 Baik, Kak. Pak lurah namanya adam. Gea segera meluncur ke DM. Makasih 😊-Gea;_ baik kak pak lurah namanya adam gea segera meluncur ke dm makasih gea;['_', 'baik', 'kak', 'pak', 'lurah', 'namanya', 'adam', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'makasih', 'gea'];['_', 'baik', 'kak', 'pak', 'lurah', 'namanya', 'adam', 'gea', 'segera', 'meluncur', 'ke', 'dm', 'makasih', 'gea'];_ baik kak pak lurah namanya adam gea segera meluncur ke dm makasih gea
70;70;@pejuangkhilaf Maaf ya Kak. Ary sarankan untuk aktivasi paket yang tersedia ya Kak. Makasih 😊 -Ary;maaf ya kak ary sarankan untuk aktivasi paket yang tersedia ya kak makasih ary;['maaf', 'ya', 'kak', 'ary', 'sarankan', 'untuk', 'aktivasi', 'paket', 'yang', 'tersedia', 'ya', 'kak', 'makasih', 'ary'];['maaf', 'ya', 'kak', 'ary', 'sarankan', 'untuk', 'aktivasi', 'paket', 'yang', 'tersedia', 'ya', 'kak', 'makasih', 'ary'];maaf ya kak ary sarankan untuk aktivasi paket yang tersedia ya kak makasih ary
71;71;@mahmudah_29 Pagi, Kak Eka. Mengenai informasi paket yg include dengan Disney+, yuk interaksinya dilanjut ke DM aga… https://t.co/OXZg2WzkZD;_ pagi kak eka mengenai informasi paket yg include dengan disney yuk interaksinya dilanjut ke dm aga;['_', 'pagi', 'kak', 'eka', 'mengenai', 'informasi', 'paket', 'yg', 'include', 'dengan', 'disney', 'yuk', 'interaksinya', 'dilanjut', 'ke', 'dm', 'aga'];['_', 'pagi', 'kak', 'eka', 'mengenai', 'informasi', 'paket', 'yg', 'include', 'dengan', 'disney', 'yuk', 'interaksinya', 'dilanjut', 'ke', 'dm', 'aga'];_ pagi kak eka mengenai informasi paket yg include dengan disney yuk interaksinya dilanjut ke dm aga
72;72;@pejuangkhilaf Baik, Kak. Maaf jadi ga nyaman. Jika kendalanya belum dapat terselesaikan, yuk kita lanjutin tek tok… https://t.co/I3kEzLkCRr;baik kak maaf jadi ga nyaman jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tok;['baik', 'kak', 'maaf', 'jadi', 'ga', 'nyaman', 'jika', 'kendalanya', 'belum', 'dapat', 'terselesaikan', 'yuk', 'kita', 'lanjutin', 'tek', 'tok'];['baik', 'kak', 'maaf', 'jadi', 'ga', 'nyaman', 'jika', 'kendalanya', 'belum', 'dapat', 'terselesaikan', 'yuk', 'kita', 'lanjutin', 'tek', 'tok'];baik kak maaf jadi ga nyaman jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tok
73;73;@TemannyaRobin  Baik, Kak Jorgi. Jika kendalanya belum dapat terselesaikan, yuk kita lanjutin tek tokannya di DM, G… https://t.co/c0gcimoYiy;baik kak jorgi jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tokannya di dm;['baik', 'kak', 'jorgi', 'jika', 'kendalanya', 'belum', 'dapat', 'terselesaikan', 'yuk', 'kita', 'lanjutin', 'tek', 'tokannya', 'di', 'dm'];['baik', 'kak', 'jorgi', 'jika', 'kendalanya', 'belum', 'dapat', 'terselesaikan', 'yuk', 'kita', 'lanjutin', 'tek', 'tokannya', 'di', 'dm'];baik kak jorgi jika kendalanya belum dapat terselesaikan yuk kita lanjutin tek tokannya di dm
74;74;@Daeng_Syamsul Pagi, Kak Syamsul.  Mohon maaf  terkait keluhan sinyal tidak stabil.  yuk infokan nomor HP, Lokasi d… https://t.co/f2jf3OMKJy;_syamsul pagi kak syamsul mohon maaf terkait keluhan sinyal tidak stabil yuk infokan nomor hp lokasi;['_syamsul', 'pagi', 'kak', 'syamsul', 'mohon', 'maaf', 'terkait', 'keluhan', 'sinyal', 'tidak', 'stabil', 'yuk', 'infokan', 'nomor', 'hp', 'lokasi'];['_syamsul', 'pagi', 'kak', 'syamsul', 'mohon', 'maaf', 'terkait', 'keluhan', 'sinyal', 'tidak', 'stabil', 'yuk', 'infokan', 'nomor', 'hp', 'lokasi'];_syamsul pagi kak syamsul mohon maaf terkait keluhan sinyal tidak stabil yuk infokan nomor hp lokasi
75;75;@purnamaku_  Baik, Kak Purnama.  Mohon maaf ya, terkait keluhan jaringan, pastikan kakak sudah menginfokan nomor HP… https://t.co/3E1ShXjXpr;_ baik kak purnama mohon maaf ya terkait keluhan jaringan pastikan kakak sudah menginfokan nomor hp;['_', 'baik', 'kak', 'purnama', 'mohon', 'maaf', 'ya', 'terkait', 'keluhan', 'jaringan', 'pastikan', 'kakak', 'sudah', 'menginfokan', 'nomor', 'hp'];['_', 'baik', 'kak', 'purnama', 'mohon', 'maaf', 'ya', 'terkait', 'keluhan', 'jaringan', 'pastikan', 'kakak', 'sudah', 'menginfokan', 'nomor', 'hp'];_ baik kak purnama mohon maaf ya terkait keluhan jaringan pastikan kakak sudah menginfokan nomor hp
76;76;@TemannyaRobin Pagi, Kak Jorgi  Maafin ya. Boleh ceritain detail kendala yang kakak alami? Gea siap bantu loh, atau… https://t.co/wWIFI2UFO8;pagi kak jorgi maafin ya boleh ceritain detail kendala yang kakak alami gea siap bantu loh atau;['pagi', 'kak', 'jorgi', 'maafin', 'ya', 'boleh', 'ceritain', 'detail', 'kendala', 'yang', 'kakak', 'alami', 'gea', 'siap', 'bantu', 'loh', 'atau'];['pagi', 'kak', 'jorgi', 'maafin', 'ya', 'boleh', 'ceritain', 'detail', 'kendala', 'yang', 'kakak', 'alami', 'gea', 'siap', 'bantu', 'loh', 'atau'];pagi kak jorgi maafin ya boleh ceritain detail kendala yang kakak alami gea siap bantu loh atau
77;77;@fikrimaret Pagi, Kak Fikri. Maafin ya. Boleh ceritain detail kendala yang kakak alami? Gea siap bantu loh, atau Ka… https://t.co/OEke2Kun0O;pagi kak fikri maafin ya boleh ceritain detail kendala yang kakak alami gea siap bantu loh atau ka;['pagi', 'kak', 'fikri', 'maafin', 'ya', 'boleh', 'ceritain', 'detail', 'kendala', 'yang', 'kakak', 'alami', 'gea', 'siap', 'bantu', 'loh', 'atau', 'ka'];['pagi', 'kak', 'fikri', 'maafin', 'ya', 'boleh', 'ceritain', 'detail', 'kendala', 'yang', 'kakak', 'alami', 'gea', 'siap', 'bantu', 'loh', 'atau', 'ka'];pagi kak fikri maafin ya boleh ceritain detail kendala yang kakak alami gea siap bantu loh atau ka
78;78;@did1k Maaf ya Kak Dikdik, mengenai eSIM saat ini masih dalam pengembangan ya Kak. Makasih 😊 -Ary;maaf ya kak dikdik mengenai esim saat ini masih dalam pengembangan ya kak makasih ary;['maaf', 'ya', 'kak', 'dikdik', 'mengenai', 'esim', 'saat', 'ini', 'masih', 'dalam', 'pengembangan', 'ya', 'kak', 'makasih', 'ary'];['maaf', 'ya', 'kak', 'dikdik', 'mengenai', 'esim', 'saat', 'ini', 'masih', 'dalam', 'pengembangan', 'ya', 'kak', 'makasih', 'ary'];maaf ya kak dikdik mengenai esim saat ini masih dalam pengembangan ya kak makasih ary
79;79;@Dedi_Novendi Duhh, pasti gak nyaman banget ya kak :( Boleh dong infoin ke DM nomor HP yang berkendala sama detail… https://t.co/A6DGrHr1ax;_novendi duhh pasti gak nyaman banget ya kak boleh dong infoin ke dm nomor hp yang berkendala sama detail;['_novendi', 'duhh', 'pasti', 'gak', 'nyaman', 'banget', 'ya', 'kak', 'boleh', 'dong', 'infoin', 'ke', 'dm', 'nomor', 'hp', 'yang', 'berkendala', 'sama', 'detail'];['_novendi', 'duhh', 'pasti', 'gak', 'nyaman', 'banget', 'ya', 'kak', 'boleh', 'dong', 'infoin', 'ke', 'dm', 'nomor', 'hp', 'yang', 'berkendala', 'sama', 'detail'];_novendi duhh pasti gak nyaman banget ya kak boleh dong infoin ke dm nomor hp yang berkendala sama detail
80;80;@khann_04 Halo, Kak. Mengenai informasi reaktivasi nomor. Yuk infokan nomor yang berkendala ke DM ya, Gea coba bantu kendanya. Makasih 😊-Gea;_ halo kak mengenai informasi reaktivasi nomor yuk infokan nomor yang berkendala ke dm ya gea coba bantu kendanya makasih gea;['_', 'halo', 'kak', 'mengenai', 'informasi', 'reaktivasi', 'nomor', 'yuk', 'infokan', 'nomor', 'yang', 'berkendala', 'ke', 'dm', 'ya', 'gea', 'coba', 'bantu', 'kendanya', 'makasih', 'gea'];['_', 'halo', 'kak', 'mengenai', 'informasi', 'reaktivasi', 'nomor', 'yuk', 'infokan', 'nomor', 'yang', 'berkendala', 'ke', 'dm', 'ya', 'gea', 'coba', 'bantu', 'kendanya', 'makasih', 'gea'];_ halo kak mengenai informasi reaktivasi nomor yuk infokan nomor yang berkendala ke dm ya gea coba bantu kendanya makasih gea
81;81;@altexxyz Aduh, Maaf ya Kak. Paket yang mana? Yuk interaksinya dilanjut di DM ya, agar Gea bisa bantu kendala yang… https://t.co/R2kgmYVJix;aduh maaf ya kak paket yang mana yuk interaksinya dilanjut di dm ya agar gea bisa bantu kendala yang;['aduh', 'maaf', 'ya', 'kak', 'paket', 'yang', 'mana', 'yuk', 'interaksinya', 'dilanjut', 'di', 'dm', 'ya', 'agar', 'gea', 'bisa', 'bantu', 'kendala', 'yang'];['aduh', 'maaf', 'ya', 'kak', 'paket', 'yang', 'mana', 'yuk', 'interaksinya', 'dilanjut', 'di', 'dm', 'ya', 'agar', 'gea', 'bisa', 'bantu', 'kendala', 'yang'];aduh maaf ya kak paket yang mana yuk interaksinya dilanjut di dm ya agar gea bisa bantu kendala yang
82;82;@miyaaaawz Halo, Kak Miya. Maaf ya, terkait tidak tersedianya paket Combo SAKTI include Disney+ Hotstar di MyTelkom… https://t.co/6Ywl7tSLW0;halo kak miya maaf ya terkait tidak tersedianya paket combo sakti include disney hotstar di mytelkom;['halo', 'kak', 'miya', 'maaf', 'ya', 'terkait', 'tidak', 'tersedianya', 'paket', 'combo', 'sakti', 'include', 'disney', 'hotstar', 'di', 'mytelkom'];['halo', 'kak', 'miya', 'maaf', 'ya', 'terkait', 'tidak', 'tersedianya', 'paket', 'combo', 'sakti', 'include', 'disney', 'hotstar', 'di', 'mytelkom'];halo kak miya maaf ya terkait tidak tersedianya paket combo sakti include disney hotstar di mytelkom
83;83;@altexxyz Halo kak  :) Masa sih mahal semua kak, kan ada paket promonya. Coba DM nomornya biar bisa dibantu pengece… https://t.co/Bt0TQLeVGG;halo kak masa sih mahal semua kak kan ada paket promonya coba dm nomornya biar bisa dibantu pengece;['halo', 'kak', 'masa', 'sih', 'mahal', 'semua', 'kak', 'kan', 'ada', 'paket', 'promonya', 'coba', 'dm', 'nomornya', 'biar', 'bisa', 'dibantu', 'pengece'];['halo', 'kak', 'masa', 'sih', 'mahal', 'semua', 'kak', 'kan', 'ada', 'paket', 'promonya', 'coba', 'dm', 'nomornya', 'biar', 'bisa', 'dibantu', 'pengece'];halo kak masa sih mahal semua kak kan ada paket promonya coba dm nomornya biar bisa dibantu pengece
84;84;@22november7 Malam, Kak. Mengenai Paket bundling. Yuk interaksinya dilanjut di DM ya, agar Gea bisa saranin paket D… https://t.co/aBlhhd0MIk;malam kak mengenai paket bundling yuk interaksinya dilanjut di dm ya agar gea bisa saranin paket;['malam', 'kak', 'mengenai', 'paket', 'bundling', 'yuk', 'interaksinya', 'dilanjut', 'di', 'dm', 'ya', 'agar', 'gea', 'bisa', 'saranin', 'paket'];['malam', 'kak', 'mengenai', 'paket', 'bundling', 'yuk', 'interaksinya', 'dilanjut', 'di', 'dm', 'ya', 'agar', 'gea', 'bisa', 'saranin', 'paket'];malam kak mengenai paket bundling yuk interaksinya dilanjut di dm ya agar gea bisa saranin paket
85;85;@ardannnp Baik, Kak Ardan. Maaf ya, terkait keluhan akses internet lambat, silakan infokan nomor HP, Lokasi detail,… https://t.co/j5Yuao3tfA;baik kak ardan maaf ya terkait keluhan akses internet lambat silakan infokan nomor hp lokasi detail;['baik', 'kak', 'ardan', 'maaf', 'ya', 'terkait', 'keluhan', 'akses', 'internet', 'lambat', 'silakan', 'infokan', 'nomor', 'hp', 'lokasi', 'detail'];['baik', 'kak', 'ardan', 'maaf', 'ya', 'terkait', 'keluhan', 'akses', 'internet', 'lambat', 'silakan', 'infokan', 'nomor', 'hp', 'lokasi', 'detail'];baik kak ardan maaf ya terkait keluhan akses internet lambat silakan infokan nomor hp lokasi detail
86;86;@sanchoo9779 Baik, Kak. Gea ikut senang jika kendalanya sudah bisa teratasi. Jika ada pertanyaan atau keluhan lainn… https://t.co/MOHtMYQr7C;baik kak gea ikut senang jika kendalanya sudah bisa teratasi jika ada pertanyaan atau keluhan lainn;['baik', 'kak', 'gea', 'ikut', 'senang', 'jika', 'kendalanya', 'sudah', 'bisa', 'teratasi', 'jika', 'ada', 'pertanyaan', 'atau', 'keluhan', 'lainn'];['baik', 'kak', 'gea', 'ikut', 'senang', 'jika', 'kendalanya', 'sudah', 'bisa', 'teratasi', 'jika', 'ada', 'pertanyaan', 'atau', 'keluhan', 'lainn'];baik kak gea ikut senang jika kendalanya sudah bisa teratasi jika ada pertanyaan atau keluhan lainn
87;87;@pejuangkhilaf Baik, Kak. Jangan khawatir, jangan sedih, jangan risau. Gea pasti kasih tau penawaran paket terbaik… https://t.co/YwLjmrgdGQ;baik kak jangan khawatir jangan sedih jangan risau gea pasti kasih tau penawaran paket terbaik;['baik', 'kak', 'jangan', 'khawatir', 'jangan', 'sedih', 'jangan', 'risau', 'gea', 'pasti', 'kasih', 'tau', 'penawaran', 'paket', 'terbaik'];['baik', 'kak', 'jangan', 'khawatir', 'jangan', 'sedih', 'jangan', 'risau', 'gea', 'pasti', 'kasih', 'tau', 'penawaran', 'paket', 'terbaik'];baik kak jangan khawatir jangan sedih jangan risau gea pasti kasih tau penawaran paket terbaik
88;88;@borjueis Halo, Kak Milan. Terkait reaktivasi kartu, saat ini hanya bisa dibantu apabila nomor belum melewati waktu… https://t.co/qYFJWUTC4T;halo kak milan terkait reaktivasi kartu saat ini hanya bisa dibantu apabila nomor belum melewati waktu;['halo', 'kak', 'milan', 'terkait', 'reaktivasi', 'kartu', 'saat', 'ini', 'hanya', 'bisa', 'dibantu', 'apabila', 'nomor', 'belum', 'melewati', 'waktu'];['halo', 'kak', 'milan', 'terkait', 'reaktivasi', 'kartu', 'saat', 'ini', 'hanya', 'bisa', 'dibantu', 'apabila', 'nomor', 'belum', 'melewati', 'waktu'];halo kak milan terkait reaktivasi kartu saat ini hanya bisa dibantu apabila nomor belum melewati waktu
89;89;@KaDRuN_ToL0L Sudah infoin nomornya ke DM? Yuk interaksinya dilanjut ke DM ya, Gea kasih tau nih penawaran paket te… https://t.co/cS9xM9ttJe;_toll sudah infoin nomornya ke dm yuk interaksinya dilanjut ke dm ya gea kasih tau nih penawaran paket te;['_toll', 'sudah', 'infoin', 'nomornya', 'ke', 'dm', 'yuk', 'interaksinya', 'dilanjut', 'ke', 'dm', 'ya', 'gea', 'kasih', 'tau', 'nih', 'penawaran', 'paket', 'te'];['_toll', 'sudah', 'infoin', 'nomornya', 'ke', 'dm', 'yuk', 'interaksinya', 'dilanjut', 'ke', 'dm', 'ya', 'gea', 'kasih', 'tau', 'nih', 'penawaran', 'paket', 'te'];_toll sudah infoin nomornya ke dm yuk interaksinya dilanjut ke dm ya gea kasih tau nih penawaran paket te
90;90;@starlightclairo  Halo, Kak Renata. Paket yang ada Disney+ ya. hmm. Yuk interaksi dilanjut ke DM, Gea kasih tau pak… https://t.co/PspBdxG0W3;halo kak renata paket yang ada disney ya hmm yuk interaksi dilanjut ke dm gea kasih tau pak;['halo', 'kak', 'renata', 'paket', 'yang', 'ada', 'disney', 'ya', 'hmm', 'yuk', 'interaksi', 'dilanjut', 'ke', 'dm', 'gea', 'kasih', 'tau', 'pak'];['halo', 'kak', 'renata', 'paket', 'yang', 'ada', 'disney', 'ya', 'hmm', 'yuk', 'interaksi', 'dilanjut', 'ke', 'dm', 'gea', 'kasih', 'tau', 'pak'];halo kak renata paket yang ada disney ya hmm yuk interaksi dilanjut ke dm gea kasih tau pak
91;91;@Dedi_Novendi Halo, Kak Deddy. Maaf ya. Mengenai mendapat Spam Call. Gea bantu cek kendalanya ya, yuk infoin No.HP,… https://t.co/ASoojFPnlD;_novendi halo kak deddy maaf ya mengenai mendapat spam call gea bantu cek kendalanya ya yuk infoin no hp;['_novendi', 'halo', 'kak', 'deddy', 'maaf', 'ya', 'mengenai', 'mendapat', 'spam', 'call', 'gea', 'bantu', 'cek', 'kendalanya', 'ya', 'yuk', 'infoin', 'no', 'hp'];['_novendi', 'halo', 'kak', 'deddy', 'maaf', 'ya', 'mengenai', 'mendapat', 'spam', 'call', 'gea', 'bantu', 'cek', 'kendalanya', 'ya', 'yuk', 'infoin', 'no', 'hp'];_novendi halo kak deddy maaf ya mengenai mendapat spam call gea bantu cek kendalanya ya yuk infoin no hp
92;92;@rutotelkomsel Baik, Kak, Maaf untuk keterlambatan Gea bales DMnya. Mohon berkenan menunggu ya Kak. Makasih 😊-Gea;baik kak maaf untuk keterlambatan gea bales dmnya mohon berkenan menunggu ya kak makasih gea;['baik', 'kak', 'maaf', 'untuk', 'keterlambatan', 'gea', 'bales', 'dmnya', 'mohon', 'berkenan', 'menunggu', 'ya', 'kak', 'makasih', 'gea'];['baik', 'kak', 'maaf', 'untuk', 'keterlambatan', 'gea', 'bales', 'dmnya', 'mohon', 'berkenan', 'menunggu', 'ya', 'kak', 'makasih', 'gea'];baik kak maaf untuk keterlambatan gea bales dmnya mohon berkenan menunggu ya kak makasih gea
93;93;@sanchoo9779  Malam-malam main catur, Gea segera meluncur. 😊-Gea;malam malam main catur gea segera meluncur gea;['malam', 'malam', 'main', 'catur', 'gea', 'segera', 'meluncur', 'gea'];['malam', 'malam', 'main', 'catur', 'gea', 'segera', 'meluncur', 'gea'];malam malam main catur gea segera meluncur gea
94;94;@Amin7821527955  Si maya ga suka diatur, mimin segera meluncur 😊-Gea;si maya ga suka diatur mimin segera meluncur gea;['si', 'maya', 'ga', 'suka', 'diatur', 'mimin', 'segera', 'meluncur', 'gea'];['si', 'maya', 'ga', 'suka', 'diatur', 'mimin', 'segera', 'meluncur', 'gea'];si maya ga suka diatur mimin segera meluncur gea
95;95;@KaDRuN_ToL0L Aduh, Maaf ya Kak jadi gak nyaman. Mengenai benefit paket, Gea bantu carikan paket yang cocok buat Ka… https://t.co/8EBm6AxPMH;_toll aduh maaf ya kak jadi gak nyaman mengenai benefit paket gea bantu carikan paket yang cocok buat ka;['_toll', 'aduh', 'maaf', 'ya', 'kak', 'jadi', 'gak', 'nyaman', 'mengenai', 'benefit', 'paket', 'gea', 'bantu', 'carikan', 'paket', 'yang', 'cocok', 'buat', 'ka'];['_toll', 'aduh', 'maaf', 'ya', 'kak', 'jadi', 'gak', 'nyaman', 'mengenai', 'benefit', 'paket', 'gea', 'bantu', 'carikan', 'paket', 'yang', 'cocok', 'buat', 'ka'];_toll aduh maaf ya kak jadi gak nyaman mengenai benefit paket gea bantu carikan paket yang cocok buat ka
96;96;@kecroh Pak lurah makan kue cucur. Gea segera meluncur 😊-Gea;pak lurah makan kue cucur gea segera meluncur gea;['pak', 'lurah', 'makan', 'kue', 'cucur', 'gea', 'segera', 'meluncur', 'gea'];['pak', 'lurah', 'makan', 'kue', 'cucur', 'gea', 'segera', 'meluncur', 'gea'];pak lurah makan kue cucur gea segera meluncur gea
97;97;@rutotelkomsel Makan buah sambil lembur. Mohon menunggu Gea segera meluncur. 😊-Gea;makan buah sambil lembur mohon menunggu gea segera meluncur gea;['makan', 'buah', 'sambil', 'lembur', 'mohon', 'menunggu', 'gea', 'segera', 'meluncur', 'gea'];['makan', 'buah', 'sambil', 'lembur', 'mohon', 'menunggu', 'gea', 'segera', 'meluncur', 'gea'];makan buah sambil lembur mohon menunggu gea segera meluncur gea
98;98;@pejuangkhilaf Hai, Kak. Maafin ya. Boleh ceritain detail kendala yang kakak alami? Gea siap bantu loh, atau Kakak… https://t.co/UGD32FwDwC;hai kak maafin ya boleh ceritain detail kendala yang kakak alami gea siap bantu loh atau kakak;['hai', 'kak', 'maafin', 'ya', 'boleh', 'ceritain', 'detail', 'kendala', 'yang', 'kakak', 'alami', 'gea', 'siap', 'bantu', 'loh', 'atau', 'kakak'];['hai', 'kak', 'maafin', 'ya', 'boleh', 'ceritain', 'detail', 'kendala', 'yang', 'kakak', 'alami', 'gea', 'siap', 'bantu', 'loh', 'atau', 'kakak'];hai kak maafin ya boleh ceritain detail kendala yang kakak alami gea siap bantu loh atau kakak
99;99;@pejuangkhilaf Masa sih mahal Kak? Coba kasih tau nomor HP yang digunakan via DM biar dibantuin cek paket promo yan… https://t.co/PWkF8lesC1;masa sih mahal kak coba kasih tau nomor hp yang digunakan via dm biar dibantuin cek paket promo yan;['masa', 'sih', 'mahal', 'kak', 'coba', 'kasih', 'tau', 'nomor', 'hp', 'yang', 'digunakan', 'via', 'dm', 'biar', 'dibantuin', 'cek', 'paket', 'promo', 'yan'];['masa', 'sih', 'mahal', 'kak', 'coba', 'kasih', 'tau', 'nomor', 'hp', 'yang', 'digunakan', 'via', 'dm', 'biar', 'dibantuin', 'cek', 'paket', 'promo', 'yan'];masa sih mahal kak coba kasih tau nomor hp yang digunakan via dm biar dibantuin cek paket promo yan
